workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,error
427,main,lb,5,Barbara,0.47,11473,some,4,M,Matthew,Frank graded at least some of the math problems,establish,NonProj,Did Barbara establish that Frank graded some of the math problems?,NA
427,main,lb,10,Tina,0.52,11790,or,5,M,George,Jayden solved the crossword or the Rubik's cube or both,think,NonProj,Does Tina think that Jayden solved the crossword or the Rubik's cube?,NA
427,main,ub,4,Janice,0.65,9695,some,6,M,Thomas,"Danny solved some of the puzzles, and he did not solve all of them",discover,NonProj,Did Janice discover that Danny solved some of the puzzles?,NA
427,main,lb,1,Patrick,0.69,4928,some,7,M,James,Mary ate at least some of the cupcakes,prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
427,main,NA,control5,NA,0.45,16596,NA,8,F,Dorothy,Madison had a baby,control,control,Did Madison have a baby?,NA
427,main,NA,control4,NA,0.4,12930,NA,9,F,Jennifer,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
427,main,NA,control3,NA,0.35,2664,NA,10,F,Helen,Todd played football in high school,control,control,Did Todd play football in high school?,NA
427,main,ub,9,Andrew,0.55,4191,or,11,F,Margaret,"Grace stole a laptop or a calculator, and she did not steal both",know,NonProj,Does Andrew know that Grace stole a laptop or a calculator?,NA
427,main,lb,6,Rachel,0.5,6057,some,12,F,Nancy,Jackson drank at least some of the sodas,reveal,NonProj,Did Rachel reveal that Jackson drank some of the sodas?,NA
427,main,NA,control6,NA,0.59,2898,NA,13,F,Michelle,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
427,main,ub,2,Scott,0.48,1339,some,14,M,Steven,"Josie failed some of the courses, and she did not fail all of them",say,C,Did Scott say that Josie failed some of the courses?,NA
427,main,NA,control1,NA,0.38,1639,NA,15,M,Paul,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
427,main,lb,8,Brian,0.49,1748,or,16,M,Mark,Emily failed math or science or both,inform_Sam,C,Did Brian inform Sam that Emily failed math or science?,NA
427,main,NA,control2,NA,0.42,1371,NA,17,M,David,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
427,main,lb,7,Kevin,0.56,1174,or,18,F,Jessica,Isabella ate cake or pie or both,acknowledge,C,Did Kevin acknowledge that Isabella ate cake or pie?,NA
427,main,ub,11,Amanda,0.47,2780,or,19,M,Richard,"Tony graded the midterm or the final, and he did not grade both",confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,NA
427,main,ub,3,Justin,0.59,7467,some,20,F,Carol,"Emma stole some of the office supplies, and she did not take all of them",hear,C,Did Justin hear that Emma stole some of the office supplies?,NA
427,main,ub,12,Melissa,0.53,3722,or,21,F,Lisa,"Josh drank coffee or tea, and he did not drink both",suggest,C,Did Melissa suggest that Josh drank coffee or tea?,NA
250,main,lb,8,Brian,0.76,20332,or,4,M,Christopher,Emily failed math or science or both,acknowledge,C,Did Brian acknowledge that Emily failed math or science?,NA
250,main,lb,4,Janice,0.62,11649,some,5,F,Lisa,Danny solved at least some of the puzzles,suggest,C,Did Janice suggest that Danny solved some of the puzzles?,NA
250,main,lb,12,Melissa,0.66,12100,or,6,F,Dorothy,Josh drank coffee or tea or both,reveal,NonProj,Did Melissa reveal that Josh drank coffee or tea?,NA
250,main,ub,9,Andrew,1,13850,or,7,M,Robert,"Grace stole a laptop or a calculator, and she did not steal both",know,NonProj,Does Andrew know that Grace stole a laptop or a calculator?,NA
250,main,ub,3,Justin,1,10050,some,8,F,Kimberly,"Emma stole some of the office supplies, and she did not take all of them",hear,C,Did Justin hear that Emma stole some of the office supplies?,NA
250,main,NA,control6,NA,0,10101,NA,9,F,Elizabeth,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
250,main,NA,control3,NA,0,5633,NA,10,M,David,Todd played football in high school,control,control,Did Todd play football in high school?,NA
250,main,NA,control4,NA,0,4316,NA,11,F,Karen,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
250,main,NA,control1,NA,0.22,8117,NA,12,F,Jessica,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
250,main,ub,11,Amanda,0,10699,or,13,M,George,"Tony graded the midterm or the final, and he did not grade both",confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,NA
250,main,NA,control5,NA,0.11,3916,NA,14,F,Helen,Madison had a baby,control,control,Did Madison have a baby?,NA
250,main,ub,5,Barbara,0.81,9117,some,15,F,Carol,"Frank graded some of the math problems, and he did not grade all of them",discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,NA
250,main,lb,7,Kevin,0.54,13283,or,16,F,Michelle,Isabella ate cake or pie or both,think,NonProj,Does Kevin think that Isabella ate cake or pie?,NA
250,main,ub,10,Tina,0.8,11717,or,17,F,Jennifer,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",inform_Sam,C,Did Tina inform Sam that Jayden solved the crossword or the Rubik's cube?,NA
250,main,ub,2,Scott,0.52,10350,some,18,F,Sandra,"Josie failed some of the courses, and she did not fail all of them",establish,NonProj,Did Scott establish that Josie failed some of the courses?,NA
250,main,NA,control2,NA,0,4833,NA,19,F,Betty,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
250,main,lb,6,Rachel,0.67,7866,some,20,M,Matthew,Jackson drank at least some of the sodas,say,C,Did Rachel say that Jackson drank some of the sodas?,NA
250,main,lb,1,Patrick,0.19,6017,some,21,M,Mark,Mary ate at least some of the cupcakes,prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
184,main,lb,4,Janice,0.91,13723,some,4,M,Christopher,Danny solved at least some of the puzzles,establish,NonProj,Did Janice establish that Danny solved some of the puzzles?,NA
184,main,NA,control4,NA,0.21,19515,NA,5,F,Sandra,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
184,main,lb,3,Justin,0.88,20136,some,6,M,Paul,Emma stole at least some of the office supplies,hear,C,Did Justin hear that Emma stole some of the office supplies?,NA
184,main,lb,9,Andrew,0.17,14251,or,7,F,Kimberly,Grace stole a laptop or a calculator or both,think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,NA
184,main,ub,11,Amanda,0.17,18199,or,8,M,George,"Tony graded the midterm or the final, and he did not grade both",discover,NonProj,Did Amanda discover that Tony graded the midterm or the final?,NA
184,main,NA,control1,NA,0.2,11144,NA,9,M,Kenneth,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
184,main,NA,control6,NA,0.17,11149,NA,10,M,Mark,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
184,main,lb,8,Brian,0.16,13012,or,11,F,Jessica,Emily failed math or science or both,prove,C,Did Brian prove that Emily failed math or science?,NA
184,main,ub,5,Barbara,0.15,17950,some,12,F,Michelle,"Frank graded some of the math problems, and he did not grade all of them",know,NonProj,Does Barbara know that Frank graded some of the math problems?,NA
184,main,NA,control2,NA,0.2,12997,NA,13,F,Carol,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
184,main,ub,7,Kevin,0.19,16410,or,14,F,Betty,"Isabella ate cake or pie, and she did not eat both",confirm,C,Did Kevin confirm that Isabella ate cake or pie?,NA
184,main,ub,12,Melissa,0.16,15731,or,15,F,Dorothy,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
184,main,lb,10,Tina,0.15,13392,or,16,M,Thomas,Jayden solved the crossword or the Rubik's cube or both,say,C,Did Tina say that Jayden solved the crossword or the Rubik's cube?,NA
184,main,ub,1,Patrick,0.14,11633,some,17,F,Sarah,"Mary ate some of the cupcakes, and she did not eat all of them",suggest,C,Did Patrick suggest that Mary ate some of the cupcakes?,NA
184,main,NA,control5,NA,0.14,13886,NA,18,M,Matthew,Madison had a baby,control,control,Did Madison have a baby?,NA
184,main,NA,control3,NA,0.1,58743,NA,19,F,Karen,Todd played football in high school,control,control,Did Todd play football in high school?,NA
184,main,lb,2,Scott,0.89,12167,some,20,F,Susan,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,NA
184,main,ub,6,Rachel,0.16,17577,some,21,F,Nancy,"Jackson drank some of the sodas, and he did not drink all of them",acknowledge,C,Did Rachel acknowledge that Jackson drank some of the sodas?,NA
429,main,ub,7,Kevin,0.56,25699,or,4,M,Richard,"Isabella ate cake or pie, and she did not eat both",say,C,Did Kevin say that Isabella ate cake or pie?,NA
429,main,NA,control1,NA,0.49,6549,NA,5,F,Betty,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
429,main,ub,2,Scott,0.87,14625,some,6,F,Linda,"Josie failed some of the courses, and she did not fail all of them",think,NonProj,Does Scott think that Josie failed some of the courses?,NA
429,main,lb,11,Amanda,0.27,20146,or,7,M,Mark,Tony graded the midterm or the final or both,acknowledge,C,Did Amanda acknowledge that Tony graded the midterm or the final?,NA
429,main,NA,control6,NA,0.5,5963,NA,8,F,Elizabeth,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
429,main,ub,9,Andrew,0.88,16672,or,9,M,Kenneth,"Grace stole a laptop or a calculator, and she did not steal both",hear,C,Did Andrew hear that Grace stole a laptop or a calculator?,NA
429,main,ub,8,Brian,0.46,9612,or,10,M,Christopher,"Emily failed math or science, and she did not fail both",reveal,NonProj,Did Brian reveal that Emily failed math or science?,NA
429,main,lb,12,Melissa,0.64,10719,or,11,F,Dorothy,Josh drank coffee or tea or both,confirm,C,Did Melissa confirm that Josh drank coffee or tea?,NA
429,main,ub,3,Justin,0.67,4683,some,12,F,Susan,"Emma stole some of the office supplies, and she did not take all of them",discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,NA
429,main,lb,6,Rachel,0.89,5650,some,13,F,Jessica,Jackson drank at least some of the sodas,establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
429,main,NA,control5,NA,0.58,4586,NA,14,F,Jennifer,Madison had a baby,control,control,Did Madison have a baby?,NA
429,main,NA,control2,NA,0.52,4345,NA,15,F,Sandra,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
429,main,lb,10,Tina,0.5,8392,or,16,F,Margaret,Jayden solved the crossword or the Rubik's cube or both,inform_Sam,C,Did Tina inform Sam that Jayden solved the crossword or the Rubik's cube?,NA
429,main,ub,1,Patrick,0.82,9134,some,17,F,Nancy,"Mary ate some of the cupcakes, and she did not eat all of them",suggest,C,Did Patrick suggest that Mary ate some of the cupcakes?,NA
429,main,lb,4,Janice,0.76,4626,some,18,F,Lisa,Danny solved at least some of the puzzles,prove,C,Did Janice prove that Danny solved some of the puzzles?,NA
429,main,NA,control3,NA,0.48,5324,NA,19,F,Donna,Todd played football in high school,control,control,Did Todd play football in high school?,NA
429,main,lb,5,Barbara,0.92,12240,some,20,F,Karen,Frank graded at least some of the math problems,know,NonProj,Does Barbara know that Frank graded some of the math problems?,NA
429,main,NA,control4,NA,0.5,4772,NA,21,M,David,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
202,main,ub,5,Barbara,1,24423,some,4,F,Margaret,"Frank graded some of the math problems, and he did not grade all of them",inform_Sam,C,Did Barbara inform Sam that Frank graded some of the math problems?,NA
202,main,ub,6,Rachel,1,8101,some,5,M,Christopher,"Jackson drank some of the sodas, and he did not drink all of them",reveal,NonProj,Did Rachel reveal that Jackson drank some of the sodas?,NA
202,main,ub,2,Scott,1,8895,some,6,M,Mark,"Josie failed some of the courses, and she did not fail all of them",acknowledge,C,Did Scott acknowledge that Josie failed some of the courses?,NA
202,main,NA,control6,NA,0,14413,NA,7,M,David,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
202,main,NA,control3,NA,0,10669,NA,8,F,Jennifer,Todd played football in high school,control,control,Did Todd play football in high school?,NA
202,main,lb,1,Patrick,0.18,19514,some,9,F,Sandra,Mary ate at least some of the cupcakes,confirm,C,Did Patrick confirm that Mary ate some of the cupcakes?,NA
202,main,lb,9,Andrew,0.19,12599,or,10,M,Robert,Grace stole a laptop or a calculator or both,establish,NonProj,Did Andrew establish that Grace stole a laptop or a calculator?,NA
202,main,NA,control4,NA,0,6407,NA,11,F,Susan,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
202,main,lb,4,Janice,0.12,6754,some,12,F,Elizabeth,Danny solved at least some of the puzzles,suggest,C,Did Janice suggest that Danny solved some of the puzzles?,NA
202,main,ub,10,Tina,0.31,18431,or,13,M,Paul,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",think,NonProj,Does Tina think that Jayden solved the crossword or the Rubik's cube?,NA
202,main,lb,3,Justin,0.23,14003,some,14,M,William,Emma stole at least some of the office supplies,discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,NA
202,main,NA,control1,NA,0,3407,NA,15,F,Dorothy,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
202,main,NA,control2,NA,0,4036,NA,16,M,Kenneth,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
202,main,lb,11,Amanda,0.15,5202,or,17,M,Richard,Tony graded the midterm or the final or both,prove,C,Did Amanda prove that Tony graded the midterm or the final?,NA
202,main,ub,8,Brian,0.73,11289,or,18,M,George,"Emily failed math or science, and she did not fail both",hear,C,Did Brian hear that Emily failed math or science?,NA
202,main,lb,12,Melissa,0.07,12752,or,19,F,Karen,Josh drank coffee or tea or both,say,C,Did Melissa say that Josh drank coffee or tea?,NA
202,main,NA,control5,NA,0,3494,NA,20,M,Thomas,Madison had a baby,control,control,Did Madison have a baby?,NA
202,main,ub,7,Kevin,0.78,7790,or,21,M,Steven,"Isabella ate cake or pie, and she did not eat both",know,NonProj,Does Kevin know that Isabella ate cake or pie?,NA
88,main,NA,control3,NA,0.22,18428,NA,4,F,Michelle,Todd played football in high school,control,control,Did Todd play football in high school?,NA
88,main,lb,2,Scott,0.24,8555,some,5,F,Sandra,Josie failed at least some of the courses,suggest,C,Did Scott suggest that Josie failed some of the courses?,NA
88,main,NA,control5,NA,0.35,4855,NA,6,M,William,Madison had a baby,control,control,Did Madison have a baby?,NA
88,main,NA,control4,NA,0.24,5264,NA,7,M,Kenneth,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
88,main,NA,control6,NA,0.23,5121,NA,8,M,Matthew,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
88,main,lb,5,Barbara,0.38,6419,some,9,F,Donna,Frank graded at least some of the math problems,say,C,Did Barbara say that Frank graded some of the math problems?,NA
88,main,ub,12,Melissa,0.58,13237,or,10,F,Kimberly,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
88,main,NA,control1,NA,0.07,8708,NA,11,F,Jessica,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
88,main,lb,6,Rachel,0.53,8453,some,12,M,Robert,Jackson drank at least some of the sodas,confirm,C,Did Rachel confirm that Jackson drank some of the sodas?,NA
88,main,ub,11,Amanda,0.69,10230,or,13,M,David,"Tony graded the midterm or the final, and he did not grade both",discover,NonProj,Did Amanda discover that Tony graded the midterm or the final?,NA
88,main,lb,10,Tina,0.58,11113,or,14,F,Linda,Jayden solved the crossword or the Rubik's cube or both,prove,C,Did Tina prove that Jayden solved the crossword or the Rubik's cube?,NA
88,main,lb,9,Andrew,0.31,10935,or,15,M,James,Grace stole a laptop or a calculator or both,think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,NA
88,main,NA,control2,NA,0.15,8813,NA,16,F,Lisa,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
88,main,ub,4,Janice,0.69,11233,some,17,F,Sarah,"Danny solved some of the puzzles, and he did not solve all of them",acknowledge,C,Did Janice acknowledge that Danny solved some of the puzzles?,NA
88,main,ub,3,Justin,0.82,9767,some,18,F,Betty,"Emma stole some of the office supplies, and she did not take all of them",hear,C,Did Justin hear that Emma stole some of the office supplies?,NA
88,main,ub,1,Patrick,0.28,8460,some,19,F,Margaret,"Mary ate some of the cupcakes, and she did not eat all of them",establish,NonProj,Did Patrick establish that Mary ate some of the cupcakes?,NA
88,main,lb,8,Brian,0.94,9238,or,20,F,Elizabeth,Emily failed math or science or both,know,NonProj,Does Brian know that Emily failed math or science?,NA
88,main,ub,7,Kevin,0.29,8673,or,21,M,George,"Isabella ate cake or pie, and she did not eat both",reveal,NonProj,Did Kevin reveal that Isabella ate cake or pie?,NA
243,main,NA,control2,NA,0.2,26304,NA,4,M,George,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
243,main,lb,2,Scott,0.05,84659,some,5,F,Carol,Josie failed at least some of the courses,think,NonProj,Does Scott think that Josie failed some of the courses?,NA
243,main,lb,7,Kevin,0.14,11873,or,6,F,Betty,Isabella ate cake or pie or both,suggest,C,Did Kevin suggest that Isabella ate cake or pie?,NA
243,main,ub,11,Amanda,0.63,36331,or,7,F,Jessica,"Tony graded the midterm or the final, and he did not grade both",know,NonProj,Does Amanda know that Tony graded the midterm or the final?,NA
243,main,lb,9,Andrew,0.41,16614,or,8,F,Donna,Grace stole a laptop or a calculator or both,confirm,C,Did Andrew confirm that Grace stole a laptop or a calculator?,NA
243,main,lb,1,Patrick,0.78,17313,some,9,F,Nancy,Mary ate at least some of the cupcakes,prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
243,main,NA,control4,NA,0,14115,NA,10,F,Susan,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
243,main,NA,control3,NA,0,15840,NA,11,F,Sarah,Todd played football in high school,control,control,Did Todd play football in high school?,NA
243,main,lb,12,Melissa,0.08,13671,or,12,F,Michelle,Josh drank coffee or tea or both,establish,NonProj,Did Melissa establish that Josh drank coffee or tea?,NA
243,main,ub,3,Justin,0.88,16896,some,13,F,Kimberly,"Emma stole some of the office supplies, and she did not take all of them",discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,NA
243,main,lb,4,Janice,0.98,15232,some,14,M,David,Danny solved at least some of the puzzles,inform_Sam,C,Did Janice inform Sam that Danny solved some of the puzzles?,NA
243,main,ub,10,Tina,0.09,32607,or,15,F,Dorothy,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",say,C,Did Tina say that Jayden solved the crossword or the Rubik's cube?,NA
243,main,ub,8,Brian,0.94,36405,or,16,M,Christopher,"Emily failed math or science, and she did not fail both",acknowledge,C,Did Brian acknowledge that Emily failed math or science?,NA
243,main,NA,control6,NA,0.1,29061,NA,17,F,Karen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
243,main,ub,5,Barbara,0.98,13134,some,18,F,Margaret,"Frank graded some of the math problems, and he did not grade all of them",hear,C,Did Barbara hear that Frank graded some of the math problems?,NA
243,main,ub,6,Rachel,0.99,11625,some,19,F,Elizabeth,"Jackson drank some of the sodas, and he did not drink all of them",reveal,NonProj,Did Rachel reveal that Jackson drank some of the sodas?,NA
243,main,NA,control1,NA,0.16,8568,NA,20,M,Paul,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
243,main,NA,control5,NA,0.2,15448,NA,21,F,Sandra,Madison had a baby,control,control,Did Madison have a baby?,NA
392,main,NA,control6,NA,0.33,5518,NA,4,F,Betty,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
392,main,lb,7,Kevin,0.57,14968,or,5,F,Linda,Isabella ate cake or pie or both,prove,C,Did Kevin prove that Isabella ate cake or pie?,NA
392,main,ub,8,Brian,0.85,7896,or,6,F,Susan,"Emily failed math or science, and she did not fail both",hear,C,Did Brian hear that Emily failed math or science?,NA
392,main,NA,control5,NA,0.15,4120,NA,7,M,Kenneth,Madison had a baby,control,control,Did Madison have a baby?,NA
392,main,ub,5,Barbara,0.93,12215,some,8,F,Jennifer,"Frank graded some of the math problems, and he did not grade all of them",know,NonProj,Does Barbara know that Frank graded some of the math problems?,NA
392,main,NA,control3,NA,0.13,2953,NA,9,M,David,Todd played football in high school,control,control,Did Todd play football in high school?,NA
392,main,lb,3,Justin,0.15,3568,some,10,M,James,Emma stole at least some of the office supplies,think,NonProj,Does Justin think that Emma stole some of the office supplies?,NA
392,main,ub,10,Tina,0.82,4976,or,11,F,Sarah,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",acknowledge,C,Did Tina acknowledge that Jayden solved the crossword or the Rubik's cube?,NA
392,main,NA,control4,NA,0.11,3528,NA,12,F,Jessica,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
392,main,lb,11,Amanda,0.39,10856,or,13,F,Nancy,Tony graded the midterm or the final or both,confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,NA
392,main,ub,4,Janice,0.37,10039,some,14,M,Mark,"Danny solved some of the puzzles, and he did not solve all of them",suggest,C,Did Janice suggest that Danny solved some of the puzzles?,NA
392,main,lb,6,Rachel,0.9,11120,some,15,M,Robert,Jackson drank at least some of the sodas,discover,NonProj,Did Rachel discover that Jackson drank some of the sodas?,NA
392,main,ub,12,Melissa,0.29,18377,or,16,F,Michelle,"Josh drank coffee or tea, and he did not drink both",say,C,Did Melissa say that Josh drank coffee or tea?,NA
392,main,ub,2,Scott,0.81,5735,some,17,F,Ashley,"Josie failed some of the courses, and she did not fail all of them",reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,NA
392,main,lb,9,Andrew,0.72,4287,or,18,F,Sandra,Grace stole a laptop or a calculator or both,establish,NonProj,Did Andrew establish that Grace stole a laptop or a calculator?,NA
392,main,NA,control1,NA,0.16,2545,NA,19,M,George,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
392,main,lb,1,Patrick,0.78,3055,some,20,M,Richard,Mary ate at least some of the cupcakes,inform_Sam,C,Did Patrick inform Sam that Mary ate some of the cupcakes?,NA
392,main,NA,control2,NA,0.14,2304,NA,21,F,Lisa,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
82,main,lb,12,Melissa,0.09,45653,or,4,M,George,Josh drank coffee or tea or both,suggest,C,Did Melissa suggest that Josh drank coffee or tea?,NA
82,main,lb,2,Scott,0.07,26098,some,5,M,Robert,Josie failed at least some of the courses,think,NonProj,Does Scott think that Josie failed some of the courses?,NA
82,main,lb,11,Amanda,0.65,24972,or,6,M,Thomas,Tony graded the midterm or the final or both,hear,C,Did Amanda hear that Tony graded the midterm or the final?,NA
82,main,NA,control3,NA,0.01,14704,NA,7,F,Jessica,Todd played football in high school,control,control,Did Todd play football in high school?,NA
82,main,ub,4,Janice,0.64,33061,some,8,F,Michelle,"Danny solved some of the puzzles, and he did not solve all of them",discover,NonProj,Did Janice discover that Danny solved some of the puzzles?,NA
82,main,NA,control5,NA,0.01,10669,NA,9,F,Sandra,Madison had a baby,control,control,Did Madison have a baby?,NA
82,main,lb,5,Barbara,0.84,21324,some,10,M,Steven,Frank graded at least some of the math problems,acknowledge,C,Did Barbara acknowledge that Frank graded some of the math problems?,NA
82,main,ub,10,Tina,0.28,29825,or,11,M,James,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",confirm,C,Did Tina confirm that Jayden solved the crossword or the Rubik's cube?,NA
82,main,ub,9,Andrew,0.09,22524,or,12,F,Margaret,"Grace stole a laptop or a calculator, and she did not steal both",prove,C,Did Andrew prove that Grace stole a laptop or a calculator?,NA
82,main,ub,3,Justin,0.63,26460,some,13,F,Elizabeth,"Emma stole some of the office supplies, and she did not take all of them",know,NonProj,Does Justin know that Emma stole some of the office supplies?,NA
82,main,ub,8,Brian,0.1,13999,or,14,F,Kimberly,"Emily failed math or science, and she did not fail both",say,C,Did Brian say that Emily failed math or science?,NA
82,main,NA,control2,NA,0,8549,NA,15,F,Carol,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
82,main,NA,control1,NA,0.01,8914,NA,16,M,Christopher,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
82,main,NA,control6,NA,0,10656,NA,17,F,Betty,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
82,main,lb,6,Rachel,0.34,16784,some,18,F,Karen,Jackson drank at least some of the sodas,establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
82,main,ub,1,Patrick,0.63,13816,some,19,F,Helen,"Mary ate some of the cupcakes, and she did not eat all of them",inform_Sam,C,Did Patrick inform Sam that Mary ate some of the cupcakes?,NA
82,main,lb,7,Kevin,0.74,12220,or,20,F,Jennifer,Isabella ate cake or pie or both,reveal,NonProj,Did Kevin reveal that Isabella ate cake or pie?,NA
82,main,NA,control4,NA,0,8065,NA,21,M,David,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
424,main,NA,control3,NA,0.02,11692,NA,4,M,James,Todd played football in high school,control,control,Did Todd play football in high school?,NA
424,main,lb,5,Barbara,0,5241,some,5,F,Margaret,Frank graded at least some of the math problems,say,C,Did Barbara say that Frank graded some of the math problems?,NA
424,main,lb,10,Tina,0.05,3619,or,6,M,Kenneth,Jayden solved the crossword or the Rubik's cube or both,hear,C,Did Tina hear that Jayden solved the crossword or the Rubik's cube?,NA
424,main,ub,12,Melissa,0.15,14482,or,7,F,Nancy,"Josh drank coffee or tea, and he did not drink both",acknowledge,C,Did Melissa acknowledge that Josh drank coffee or tea?,NA
424,main,ub,7,Kevin,0.86,9756,or,8,F,Carol,"Isabella ate cake or pie, and she did not eat both",know,NonProj,Does Kevin know that Isabella ate cake or pie?,NA
424,main,NA,control2,NA,0.02,6602,NA,9,F,Betty,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
424,main,lb,4,Janice,0.14,8571,some,10,F,Helen,Danny solved at least some of the puzzles,discover,NonProj,Did Janice discover that Danny solved some of the puzzles?,NA
424,main,NA,control6,NA,0.21,6208,NA,11,F,Sarah,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
424,main,lb,2,Scott,0.35,6756,some,12,F,Dorothy,Josie failed at least some of the courses,prove,C,Did Scott prove that Josie failed some of the courses?,NA
424,main,lb,11,Amanda,0.18,6559,or,13,M,Mark,Tony graded the midterm or the final or both,confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,NA
424,main,NA,control5,NA,0.02,4306,NA,14,F,Donna,Madison had a baby,control,control,Did Madison have a baby?,NA
424,main,ub,1,Patrick,0.98,10352,some,15,F,Ashley,"Mary ate some of the cupcakes, and she did not eat all of them",suggest,C,Did Patrick suggest that Mary ate some of the cupcakes?,NA
424,main,ub,3,Justin,0.77,7994,some,16,M,Paul,"Emma stole some of the office supplies, and she did not take all of them",establish,NonProj,Did Justin establish that Emma stole some of the office supplies?,NA
424,main,NA,control1,NA,0.03,5049,NA,17,F,Linda,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
424,main,NA,control4,NA,0.05,5645,NA,18,M,Steven,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
424,main,ub,8,Brian,0.78,7609,or,19,M,Christopher,"Emily failed math or science, and she did not fail both",think,NonProj,Does Brian think that Emily failed math or science?,NA
424,main,lb,9,Andrew,0.38,5446,or,20,F,Michelle,Grace stole a laptop or a calculator or both,reveal,NonProj,Did Andrew reveal that Grace stole a laptop or a calculator?,NA
424,main,ub,6,Rachel,0.95,10426,some,21,M,Robert,"Jackson drank some of the sodas, and he did not drink all of them",inform_Sam,C,Did Rachel inform Sam that Jackson drank some of the sodas?,NA
180,main,ub,2,Scott,0.01,69129,some,4,M,James,"Josie failed some of the courses, and she did not fail all of them",hear,C,Did Scott hear that Josie failed some of the courses?,NA
180,main,NA,control4,NA,0.03,5998,NA,5,F,Karen,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
